mp_no,mp_name,mp_state,works,sanctioned,completed,recommended_total,sanctioned_total,disbursed_total,spent_total,alloc_limit,stalled,zero_disbursal,dup_leads,anomalies,avg_risk_per_work,spend_pct_alloc,cumulative_risk_points,risk_rank
664.0,Arvind Ganpat Sawant,Maharashtra,18,0,0,26374739.0,0.0,0.0,2498104.0,147000000.0,0,0,0,0,0.0,1.6993904761904761,0,489
667.0,Dhairyasheel Sambhajirao Mane,Maharashtra,1,0,0,0.0,0.0,0.0,1000000.0,147000000.0,0,0,0,0,0.0,0.6802721088435374,0,490
574.0,Bharatsinhji Shankarji Dabhi,Gujarat,26,1,3,2300000.0,300000.0,799113.0,6645114.0,147000000.0,0,0,0,0,0.0,4.520485714285714,0,491
18200.0,KISHORI LAL,Uttar Pradesh,12,0,0,0.0,0.0,0.0,7467102.0,171500000.0,0,0,0,0,0.0,4.353995335276968,0,492
18202.0,DHARMENDRA YADAV,Uttar Pradesh,20,0,0,0.0,0.0,0.0,24513567.0,147000000.0,0,0,0,0,0.0,16.67589591836735,0,493
18203.0,ADITYA YADAV,Uttar Pradesh,14,0,10,0.0,0.0,5563478.0,2269225.0,147000000.0,0,0,0,0,0.0,1.5436904761904762,0,494
18204.0,ANAND KUMAR,Uttar Pradesh,29,0,28,0.0,0.0,33310271.0,168820.0,147000000.0,0,0,0,0,0.0,0.11484353741496597,0,495
18211.0,SHASHANK MANI,Uttar Pradesh,37,15,28,26886966.0,15396760.0,29576862.0,4484027.0,147000000.0,0,0,0,0,0.0,3.0503585034013603,0,496
18212.0,ANAND BHADAURIYA,Uttar Pradesh,77,0,75,1000000.0,0.0,21464335.0,400000.0,147000000.0,0,0,0,0,0.0,0.27210884353741494,0,497
18213.0,DEVESH SHAKYA,Uttar Pradesh,106,0,106,0.0,0.0,25527724.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,498
18214.0,JITENDRA KUMAR DOHARE,Uttar Pradesh,141,0,70,21817092.0,0.0,19282469.0,1538174.0,188747306.26,0,0,0,0,0.0,0.8149382528835462,0,499
578.0,Mansukhbhai Dhanjibhai Vasava,Gujarat,54,0,20,0.0,0.0,6787121.0,9171642.0,147000000.0,0,0,0,0,0.0,6.239212244897959,0,500
579.0,Mitesh Rameshbhai Bakabhai Patel,Gujarat,39,0,8,970351.0,0.0,1820851.0,7747509.0,147000000.0,0,0,0,0,0.0,5.270414285714286,0,501
588.0,Smt Poonamben Hematbhai Maadam,Gujarat,25,0,0,0.0,0.0,0.0,11405484.0,147000000.0,0,0,0,0,0.0,7.758832653061225,0,502
591.0,Krishan Pal Gurjar,Haryana,23,0,0,0.0,0.0,0.0,15823825.0,147000000.0,0,0,0,0,0.0,10.764506802721089,0,503
598.0,Suresh Kumar Kashyap,Himachal Pradesh,35,0,10,5500000.0,0.0,2550000.0,1943398.0,153563957.11,0,0,0,0,0.0,1.2655300348947878,0,504
600.0,Jitendra Singh,Jammu And Kashmir,95,0,8,11963246.0,0.0,1554758.0,6493769.0,147000000.0,0,0,0,0,0.0,4.417529931972789,0,505
618.0,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,16,0,3,0.0,0.0,1496389.0,5597120.0,167541747.11,0,0,0,0,0.0,3.3407315469410706,0,506
522.0,Kinjarapu Ram Mohan Naidu,Andhra Pradesh,22,0,1,0.0,0.0,540500.0,13478303.0,171200630.11,0,0,0,0,0.0,7.872811561113943,0,507
524.0,Midhun Reddy,Andhra Pradesh,58,0,9,3453983.0,0.0,1527405.0,14939719.0,178951477.11,0,0,0,0,0.0,8.348474816341794,0,508
18216.0,NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,9,0,0,0.0,0.0,0.0,4819842.0,147000000.0,0,0,0,0,0.0,3.278804081632653,0,509
18218.0,ATUL GARG,Uttar Pradesh,19,0,3,1971552.0,0.0,2179293.0,13624242.0,155336470.0,0,0,0,0,0.0,8.7707941348223,0,510
18220.0,ANOOP PRADHAN BALMIKI,Uttar Pradesh,31,0,31,20657395.0,0.0,44501451.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,511
18231.0,RUCHI VIRA,Uttar Pradesh,74,0,74,0.0,0.0,12708344.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,512
533.0,Kiren Rijiju,Arunachal Pradesh,41,0,0,0.0,0.0,0.0,21455446.0,147000000.0,0,0,0,0,0.0,14.59554149659864,0,513
538.0,Dilip Saikia,Assam,6,0,0,0.0,0.0,0.0,1498297.0,147000000.0,0,0,0,0,0.0,1.0192496598639456,0,514
540.0,Kripanath Mallah,Assam,11,0,0,0.0,0.0,0.0,7524447.0,147000000.0,0,0,0,0,0.0,5.118671428571429,0,515
549.0,Giridhari Yadav,Bihar,22,16,20,20074735.0,20074735.0,25901189.0,1980494.0,147000000.0,0,0,0,0,0.0,1.3472748299319728,0,516
550.0,Giriraj Singh,Bihar,1,0,0,0.0,0.0,0.0,610488.0,147000000.0,0,0,0,0,0.0,0.41529795918367346,0,517
552.0,Radha Mohan Singh,Bihar,20,9,15,17846559.0,12399660.0,18100895.0,497619.0,147000000.0,0,0,0,0,0.0,0.33851632653061225,0,518
558.0,Dinesh Chandra Yadav,Bihar,1,0,0,0.0,0.0,0.0,887829.0,150070866.11,0,0,0,0,0.0,0.5916065009908271,0,519
458.0,Kanimozhi Karunanidhi,Tamil Nadu,13,0,1,24347600.0,0.0,1749114.0,10259115.0,147000000.0,0,0,0,0,0.0,6.978989795918366,0,520
459.0,T Sumathy (A) Thamizhachi Thangapandian,Tamil Nadu,14,0,0,19108000.0,0.0,0.0,1018000.0,147000000.0,0,0,0,0,0.0,0.6925170068027211,0,521
468.0,Anurag Sharma,Uttar Pradesh,22,1,2,722565.0,498365.0,722565.0,5909579.0,147000000.0,0,0,0,0,0.0,4.020121768707483,0,522
18234.0,DR. S P SINGH,Uttar Pradesh,21,0,0,0.0,0.0,0.0,8097308.0,147000000.0,0,0,0,0,0.0,5.508372789115646,0,523
18235.0,MOHIBBULLAH,Uttar Pradesh,156,4,56,5534226.0,2125692.0,16416661.0,17238771.0,147000000.0,0,0,0,0,0.0,11.727055102040817,0,524
18237.0,IMRAN MASOOD,Uttar Pradesh,10,0,0,0.0,0.0,0.0,8577818.0,147000000.0,0,0,0,0,0.0,5.835250340136054,0,525
18239.0,ZIA UR REHMAN,Uttar Pradesh,62,0,0,0.0,0.0,0.0,5408544.0,147000000.0,0,0,0,0,0.0,3.6792816326530615,0,526
18240.0,LAXMIKANT PAPPU NISHAD,Uttar Pradesh,26,0,0,0.0,0.0,0.0,18512390.0,147000000.0,0,0,0,0,0.0,12.593462585034013,0,527
18244.0,MANOJ TIGGA,West Bengal,10,0,0,0.0,0.0,0.0,6135972.0,147000000.0,0,0,0,0,0.0,4.174130612244898,0,528
18246.0,PATHAN YUSUF,West Bengal,3,0,1,2000000.0,0.0,2000000.0,3547497.0,147000000.0,0,0,0,0,0.0,2.4132632653061226,0,529
18248.0,DR. SHARMILA SARKAR,West Bengal,7,0,0,5400000.0,0.0,0.0,4653921.0,147000000.0,0,0,0,0,0.0,3.1659326530612244,0,530
481.0,Khalilur Rahaman,West Bengal,11,0,0,0.0,0.0,0.0,2284225.0,147000000.0,0,0,0,0,0.0,1.5538945578231294,0,531
484.0,Mala Roy,West Bengal,20,0,9,23763528.0,0.0,10347198.0,2151267.0,147000000.0,0,0,0,0,0.0,1.46344693877551,0,532
490.0,Shri Narendra Modi,Uttar Pradesh,48,0,0,0.0,0.0,0.0,22242298.0,162070276.11,0,0,0,0,0.0,13.723860126519282,0,533
418.0,Pradeep Kumar Singh,Bihar,49,1,20,27673127.0,448127.0,47473127.0,23780019.0,147000000.0,0,0,0,0,0.0,16.17688367346939,0,534
18251.0,SAYANI GHOSH,West Bengal,13,0,8,0.0,0.0,2585243.0,3534585.0,147000000.0,0,0,0,0,0.0,2.404479591836735,0,535
18254.0,JUNE MALIAH,West Bengal,2,0,0,0.0,0.0,0.0,2922352.0,147000000.0,0,0,0,0,0.0,1.9879945578231293,0,536
18255.0,KARTICK CHANDRA PAUL,West Bengal,1,0,0,0.0,0.0,0.0,1918541.0,202677986.56,0,0,0,0,0.0,0.9465956478860336,0,537
18258.0,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Maharashtra,7,0,0,0.0,0.0,0.0,8965214.0,147000000.0,0,0,0,0,0.0,6.098785034013606,0,538
18260.0,AGA SYED RUHULLAH MEHDI,Jammu And Kashmir,25,0,0,0.0,0.0,0.0,7228989.0,147000000.0,0,0,0,0,0.0,4.917679591836735,0,539
18262.0,JOBA MAJHI,Jharkhand,65,0,0,0.0,0.0,0.0,30734925.0,147000000.0,0,0,0,0,0.0,20.908112244897957,0,540
18263.0,KOTA SRINIVAS POOJARY,Karnataka,48,0,4,10695536.0,0.0,1345016.0,7919745.0,147000000.0,0,0,0,0,0.0,5.3875816326530614,0,541
18227.0,DAROGA PRASAD SAROJ,Uttar Pradesh,101,0,31,16078847.0,0.0,12254990.0,16176362.0,147000000.0,0,0,0,0,0.0,11.004327891156462,0,542
18230.0,R.K. CHAUDHARY,Uttar Pradesh,61,0,0,6371115.0,0.0,0.0,2492131.0,147000000.0,0,0,0,0,0.0,1.6953272108843538,0,543
432.0,Anurag Singh Thakur,Himachal Pradesh,11,0,1,0.0,0.0,500000.0,1522939.0,149570117.11,0,0,0,0,0.0,1.0182107425107971,0,544
433.0,Annpurna Devi,Jharkhand,10,0,0,0.0,0.0,0.0,3642205.0,166665931.8,0,0,0,0,0.0,2.1853326355686566,0,545
435.0,Sanjay Seth,Jharkhand,79,0,48,43208100.0,0.0,28851300.0,903550.0,147064357.11,0,0,0,0,0.0,0.6143908814861033,0,546
437.0,Vishnu Dayal Ram,Jharkhand,8,0,7,0.0,0.0,2797787.0,270000.0,158176083.11,0,0,0,0,0.0,0.1706958439552676,0,547
440.0,Vellalath Kochukrishnan Nair Sreekandan,Kerala,19,0,0,0.0,0.0,0.0,13113828.0,167807990.11,0,0,0,0,0.0,7.814781639064826,0,548
446.0,Vishnu Dutt Sharma,Madhya Pradesh,12,0,2,0.0,0.0,3922881.0,3420000.0,147000000.0,0,0,0,0,0.0,2.3265306122448983,0,549
453.0,Saptagiri Sankar Ulaka,Odisha,31,0,3,0.0,0.0,1040235.0,9301634.0,269500000.0,0,0,0,0,0.0,3.4514411873840447,0,550
373.0,Smt Sangeeta Kumari Singh Deo,Odisha,13,0,0,0.0,0.0,0.0,3693424.0,147000000.0,0,0,0,0,0.0,2.5125333333333333,0,551
381.0,Shri Gurjeet Singh Aujla,Punjab,44,0,13,1700000.0,0.0,5559099.0,11666913.0,147000000.0,0,0,0,0,0.0,7.936675510204082,0,552
18273.0,ISHA KHAN CHOUDHURY,West Bengal,1,0,0,0.0,0.0,0.0,1463573.0,147000000.0,0,0,0,0,0.0,0.9956278911564627,0,553
18275.0,BISHNU PADA RAY,Andaman And Nicobar Islands,5,0,0,0.0,0.0,0.0,7561994.0,147000000.0,0,0,0,0,0.0,5.144213605442177,0,554
18276.0,JASHUBHAI BHILUBHAI RATHVA,Gujarat,26,0,0,0.0,0.0,0.0,7462787.0,147000000.0,0,0,0,0,0.0,5.076725850340136,0,555
18277.0,AZAD KIRTI JHA,West Bengal,18,0,0,20281976.0,0.0,0.0,1888128.0,179658399.98,0,0,0,0,0.0,1.0509544781709017,0,556
18279.0,MUHAMMED HAMDULLAH SAYEED,Lakshadweep,8,0,0,0.0,0.0,0.0,3035774.0,153942460.41,0,0,0,0,0.0,1.9720186308018746,0,557
18281.0,Ramji Lal Suman,Uttar Pradesh,25,0,25,0.0,0.0,43922403.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,558
18283.0,Subhasish Khuntia,Odisha,4,0,0,0.0,0.0,0.0,1795387.0,147000000.0,0,0,0,0,0.0,1.221351700680272,0,559
18319.0,Golla Baburao,Andhra Pradesh,12,0,1,0.0,0.0,1500000.0,14868365.0,147000000.0,0,0,0,0,0.0,10.114534013605441,0,560
18284.0,Ashok Singh,Madhya Pradesh,23,0,0,0.0,0.0,0.0,9206138.0,147000000.0,0,0,0,0,0.0,6.262678911564626,0,561
18286.0,Medha Vishram Kulkarni,Maharashtra,12,0,1,0.0,0.0,2000000.0,8903246.0,147000000.0,0,0,0,0,0.0,6.05662993197279,0,562
18287.0,Ashokrao Shankarrao Chavan,Maharashtra,6,0,0,0.0,0.0,0.0,5484780.0,147000000.0,0,0,0,0,0.0,3.7311428571428573,0,563
18288.0,Parmar Jashvantsinh Salamsinh,Gujarat,51,0,20,0.0,0.0,4578548.0,12587949.0,147000000.0,0,0,0,0,0.0,8.563230612244897,0,564
18289.0,Milind Murli Deora,Maharashtra,2,0,0,0.0,0.0,0.0,999996.0,147000000.0,0,0,0,0,0.0,0.680269387755102,0,565
18291.0,Govindbhai Laljibhai Dholakia,Gujarat,21,0,1,0.0,0.0,300000.0,15213208.0,147000000.0,0,0,0,0,0.0,10.349121088435375,0,566
18292.0,Ajeet Madhavrao Gopchade,Maharashtra,29,0,0,0.0,0.0,0.0,30288655.0,147000000.0,0,0,0,0,0.0,20.604527210884356,0,567
18294.0,Praful Patel,Maharashtra,26,0,0,4370804.0,0.0,0.0,13598660.0,147000000.0,0,0,0,0,0.0,9.250789115646258,0,568
18295.0,Sonia Gandhi,Rajasthan,35,0,4,0.0,0.0,3977342.0,23963558.0,147000000.0,0,0,0,0,0.0,16.30174013605442,0,569
18297.0,Balyogi Umeshnath,Madhya Pradesh,24,0,0,0.0,0.0,0.0,16590000.0,147000000.0,0,0,0,0,0.0,11.285714285714285,0,570
18264.0,ADV K FRANCIS GEORGE,Kerala,26,0,0,0.0,0.0,0.0,9505991.0,188722256.11,0,0,0,0,0.0,5.037027002506408,0,571
18265.0,M.K. VISHNUPRASAD,Tamil Nadu,12,0,7,0.0,0.0,7325717.0,6484733.0,147000000.0,0,0,0,0,0.0,4.411382993197279,0,572
18267.0,GOPINATH K,Tamil Nadu,7,0,0,0.0,0.0,0.0,4683793.0,147000000.0,0,0,0,0,0.0,3.186253741496599,0,573
18269.0,SELVAGANAPATHI T M,Tamil Nadu,2,0,0,0.0,0.0,0.0,4244214.0,147000000.0,0,0,0,0,0.0,2.8872204081632655,0,574
18270.0,DR RAJKUMAR SANGWAN,Uttar Pradesh,2,0,0,0.0,0.0,0.0,1891224.0,147000000.0,0,0,0,0,0.0,1.2865469387755102,0,575
18306.0,DR. M.P ABDUSSAMAD SAMADANI,Kerala,11,0,0,0.0,0.0,0.0,4118665.0,170434031.11,0,0,0,0,0.0,2.41657430336889,0,576
391.0,Thiru Dayanidhi Maran,Tamil Nadu,2,0,0,10000000.0,0.0,0.0,4909657.0,147000000.0,0,0,0,0,0.0,3.3399027210884356,0,577
393.0,Shri Karti P Chidambaram,Tamil Nadu,21,8,12,13648384.0,2948628.0,4148098.0,6925471.0,159049284.11,0,0,0,0,0.0,4.354292468999909,0,578
403.0,Magunta Sreenivasulu Reddy,Andhra Pradesh,2,0,0,0.0,0.0,0.0,3901463.0,147000000.0,0,0,0,0,0.0,2.654056462585034,0,579
414.0,Ajay Kumar Mandal,Bihar,1,0,1,0.0,0.0,787783.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,580
416.0,Ashok Kumar Yadav,Bihar,55,0,53,1923991.0,0.0,26673991.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,581
417.0,Kaushalendra Kumar,Bihar,4,0,0,0.0,0.0,0.0,1490336.0,147000000.0,0,0,0,0,0.0,1.0138340136054422,0,582
337.0,Shri B Y Raghavendra,Karnataka,7,0,3,0.0,0.0,1197562.0,810000.0,147000000.0,0,0,0,0,0.0,0.5510204081632654,0,583
343.0,Dr Shashi Tharoor,Kerala,12,0,2,0.0,0.0,1312519.0,6793513.0,147000000.0,0,0,0,0,0.0,4.621437414965986,0,584
344.0,Shri M K Raghavan,Kerala,3,0,0,0.0,0.0,0.0,1232644.0,147000000.0,0,0,0,0,0.0,0.8385333333333334,0,585
346.0,Adv Adoor Prakash,Kerala,2,0,0,0.0,0.0,0.0,935062.0,147000000.0,0,0,0,0,0.0,0.6360965986394558,0,586
18309.0,SALENG A SANGMA,Meghalaya,34,1,17,1000000.0,1000000.0,5850000.0,6470000.0,147000000.0,0,0,0,0,0.0,4.401360544217687,0,587
18310.0,AVIMANYU SETHI,Odisha,27,0,0,0.0,0.0,0.0,10957178.0,147000000.0,0,0,0,0,0.0,7.453862585034014,0,588
18312.0,DURAI VAIKO,Tamil Nadu,9,0,0,0.0,0.0,0.0,11643986.0,147000000.0,0,0,0,0,0.0,7.921078911564626,0,589
18316.0,Maya Naroliya,Madhya Pradesh,38,0,7,0.0,0.0,8669537.0,14598397.0,147000000.0,0,0,0,0,0.0,9.930882312925169,0,590
18317.0,Sangeeta Balwant,Uttar Pradesh,73,0,0,0.0,0.0,0.0,24021916.0,147000000.0,0,0,0,0,0.0,16.341439455782314,0,591
18320.0,GENIBEN NAGAJI THAKOR,Gujarat,26,0,0,0.0,0.0,0.0,11008725.0,147000000.0,0,0,0,0,0.0,7.488928571428572,0,592
18324.0,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,45,0,11,0.0,0.0,4093358.0,11628388.0,147000000.0,0,0,0,0,0.0,7.910468027210885,0,593
18325.0,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,5,0,4,0.0,0.0,1498167.0,475658.0,147000000.0,0,0,0,0,0.0,0.32357687074829933,0,594
348.0,Shri Benny Behanan,Kerala,6,0,0,5757000.0,0.0,0.0,4366355.0,164674770.11,0,0,0,0,0.0,2.651502107507633,0,595
360.0,Shri Anil Firojiya,Madhya Pradesh,39,0,2,2400000.0,0.0,1908921.0,6014855.0,147000000.0,0,0,0,0,0.0,4.091738095238096,0,596
372.0,Shri Bhartruhari Mahtab,Odisha,25,0,0,0.0,0.0,0.0,9290487.0,147000000.0,0,0,0,0,0.0,6.32005918367347,0,597
249.0,Shri Deepak (Dev) Adhikari,West Bengal,2,0,2,0.0,0.0,699988.0,0.0,200747364.0,0,0,0,0,0.0,0.0,0,598
251.0,Prof Sougata Ray,West Bengal,1,0,0,0.0,0.0,0.0,5000000.0,147000000.0,0,0,0,0,0.0,3.4013605442176873,0,599
18326.0,CHANDUBHAI CHHAGANBHAI SHIHORA,Gujarat,35,0,4,0.0,0.0,1898299.0,12053299.0,147000000.0,0,0,0,0,0.0,8.199523129251702,0,600
18331.0,Tejveer Singh,Uttar Pradesh,33,0,32,0.0,0.0,39158481.0,743400.0,147000000.0,0,0,0,0,0.0,0.5057142857142858,0,601
18332.0,Dharmshila Gupta,Bihar,36,0,31,0.0,0.0,41512154.0,6079972.0,186200000.0,0,0,0,0,0.0,3.2652910848549945,0,602
18334.0,Meda Raghunadha Reddy,Andhra Pradesh,57,0,5,7440312.0,0.0,5692695.0,26491933.0,147000000.0,0,0,0,0,0.0,18.0217231292517,0,603
18335.0,RADHE SHYAM RATHIYA,Chhattisgarh,41,0,31,0.0,0.0,26558356.0,4798537.0,159706972.09,0,0,0,0,0.0,3.0045883014398833,0,604
18336.0,BRIJMOHAN AGRAWAL,Chhattisgarh,45,4,19,22801630.0,4000000.0,14791253.0,2402008.0,153766451.11,0,0,0,0,0.0,1.5621144811891858,0,605
18302.0,Sanjay Seth,Uttar Pradesh,5,0,0,5750000.0,0.0,0.0,2562345.0,147000000.0,0,0,0,0,0.0,1.7430918367346937,0,606
18303.0,Amar Pal Maurya,Uttar Pradesh,20,0,0,0.0,0.0,0.0,16450204.0,147000000.0,0,0,0,0,0.0,11.190614965986395,0,607
18340.0,Devendra Pratap Singh,Chhattisgarh,6,0,0,0.0,0.0,0.0,6032188.0,170837637.76,0,0,0,0,0.0,3.530947910011654,0,608
18343.0,Daggubati Purandeshwari,Andhra Pradesh,2,0,0,0.0,0.0,0.0,2118531.0,147000000.0,0,0,0,0,0.0,1.4411775510204081,0,609
18344.0,DR. MANSUKH MANDAVIYA,Gujarat,22,0,0,0.0,0.0,0.0,9182700.0,147000000.0,0,0,0,0,0.0,6.246734693877551,0,610
199.0,Sudhanshu Trivedi,Uttar Pradesh,2,0,0,0.0,0.0,0.0,3329636.0,147000000.0,0,0,0,0,0.0,2.2650585034013604,0,611
300.0,Smt Aparajita Sarangi,Odisha,41,0,0,0.0,0.0,0.0,12933967.0,147420861.41,0,0,0,0,0.0,8.77349845625217,0,612
316.0,Shri Janardan Singh Sigriwal,Bihar,10,0,0,0.0,0.0,0.0,11095557.0,147000000.0,0,0,0,0,0.0,7.5479979591836734,0,613
323.0,Rajeshbhai Naranbhai Chudasama,Gujarat,23,0,2,0.0,0.0,550000.0,7025858.0,147000000.0,0,0,0,0,0.0,4.7794952380952385,0,614
324.0,Shri Amit Shah,Gujarat,4,0,0,0.0,0.0,0.0,7776505.0,147000000.0,0,0,0,0,0.0,5.290139455782313,0,615
329.0,Shri  Dharambir Singh,Haryana,31,0,5,532757.0,0.0,3525663.0,8062191.0,147000000.0,0,0,0,0,0.0,5.484483673469388,0,616
331.0,Shri Jugal Kishore Sharma,Jammu And Kashmir,38,0,2,0.0,0.0,1489825.0,11901999.0,147000000.0,0,0,0,0,0.0,8.096597959183674,0,617
18345.0,AKHILESH YADAV,Uttar Pradesh,14,0,0,0.0,0.0,0.0,7747941.0,147000000.0,0,0,0,0,0.0,5.270708163265306,0,618
18347.0,Naveen Jain,Uttar Pradesh,24,0,0,0.0,0.0,0.0,11466891.0,147000000.0,0,0,0,0,0.0,7.800606122448979,0,619
18349.0,Pradip Kumar Varma,Jharkhand,25,0,22,0.0,0.0,18355000.0,2140067.0,178564551.09,0,0,0,0,0.0,1.1984836782757426,0,620
18351.0,DR BYREDDY SHABARI,Andhra Pradesh,17,0,0,0.0,0.0,0.0,7934761.0,150675889.11,0,0,0,0,0.0,5.266111948546244,0,621
18352.0,RAJEEV RAI,Uttar Pradesh,21,0,9,0.0,0.0,5863777.0,9966366.0,147000000.0,0,0,0,0,0.0,6.779840816326531,0,622
18355.0,SHOBHA KARANDLAJE,Karnataka,23,0,3,0.0,0.0,1751186.0,24165434.0,147000000.0,0,0,0,0,0.0,16.43907074829932,0,623
18389.0,KADIYAM KAVYA,Telangana,15,0,1,0.0,0.0,186000.0,6930390.0,147000000.0,0,0,0,0,0.0,4.714551020408163,0,624
18356.0,PRIYANKA SATISH JARKIHOLI,Karnataka,13,0,0,1050000.0,0.0,0.0,6200131.0,147000000.0,0,0,0,0,0.0,4.21777619047619,0,625
18357.0,JYOTIRADITYA M. SCINDIA,Madhya Pradesh,27,10,22,8468901.0,5850000.0,20018759.0,994899.0,147000000.0,0,0,0,0,0.0,0.6768020408163264,0,626
18358.0,ANITA SUBHADARSHINI,Odisha,23,0,0,0.0,0.0,0.0,8984132.0,147000000.0,0,0,0,0,0.0,6.111654421768707,0,627
18359.0,KANWAR SINGH TANWAR,Uttar Pradesh,34,0,34,16911131.0,0.0,38642464.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,628
18360.0,Mohamed Haneefa,Ladakh,1,0,0,0.0,0.0,0.0,650000.0,161114542.0,0,0,0,0,0.0,0.4034396845444281,0,629
18361.0,SANJAY DINA PATIL,Maharashtra,3,0,0,0.0,0.0,0.0,5955517.0,147000000.0,0,0,0,0,0.0,4.0513721088435375,0,630
18362.0,Banshilal Gurjar,Madhya Pradesh,13,0,3,0.0,0.0,2800000.0,4554435.0,147000000.0,0,0,0,0,0.0,3.0982551020408162,0,631
18364.0,Narayanasa K. Bhandage,Karnataka,28,0,21,9988830.0,0.0,10488819.0,2473223.0,147450000.0,0,0,0,0,0.0,1.67732994235334,0,632
18367.0,LOVELY ANAND,Bihar,9,0,0,0.0,0.0,0.0,10656410.0,147000000.0,0,0,0,0,0.0,7.249258503401361,0,633
18368.0,Sadhna Singh,Uttar Pradesh,7,0,1,0.0,0.0,18042779.0,4676783.0,147000000.0,0,0,0,0,0.0,3.1814850340136056,0,634
18369.0,Sanjay Uttamrao Deshmukh,Maharashtra,33,0,0,0.0,0.0,0.0,16731609.0,185640423.0,0,0,0,0,0.0,9.012912559459101,0,635
18370.0,ALFRED KANNGAM S ARTHUR,Manipur,14,0,13,0.0,0.0,25751963.0,1200000.0,147000000.0,0,0,0,0,0.0,0.8163265306122449,0,636
18371.0,ANGOMCHA BIMOL AKOIJAM,Manipur,9,0,9,0.0,0.0,24201644.0,0.0,147000000.0,0,0,0,0,0.0,0.0,0,637
18372.0,Rao Rajendra Singh,Rajasthan,4,0,0,0.0,0.0,0.0,3056484.0,147000000.0,0,0,0,0,0.0,2.079240816326531,0,638
18373.0,Yerram Venkata Subba Reddy,Andhra Pradesh,22,0,0,0.0,0.0,0.0,12322959.0,147000000.0,0,0,0,0,0.0,8.382965306122449,0,639
18410.0,Jagat Prakash Nadda,Gujarat,5,0,0,0.0,0.0,0.0,2100000.0,147000000.0,0,0,0,0,0.0,1.4285714285714286,0,640
18415.0,TRIVENDRA SINGH RAWAT,Uttarakhand,9,0,0,0.0,0.0,0.0,6478406.0,147000000.0,0,0,0,0,0.0,4.407078911564626,0,641
18414.0,ANIL BALUNI,Uttarakhand,1,0,0,0.0,0.0,0.0,997800.0,147000000.0,0,0,0,0,0.0,0.6787755102040817,0,642
71.0,Pabitra Margherita,Assam,33,0,0,0.0,0.0,0.0,20234791.0,220563957.11,0,0,0,0,0.0,9.174114966530308,0,643
18464.0,Laxmi Verma,Chhattisgarh,2,0,0,0.0,0.0,0.0,1250000.0,49000000.0,0,0,0,0,0.0,2.5510204081632653,0,644
86.0,G.C. Chandrashekhar,Karnataka,24,0,1,0.0,0.0,1000000.0,10519187.0,147000000.0,0,0,0,0,0.0,7.155909523809524,0,645
18428.0,Masthan Rao Yadav Beedha,Andhra Pradesh,26,0,0,0.0,0.0,0.0,20309825.0,171296045.11,0,0,0,0,0.0,11.856563872772298,0,646
18429.0,Ravindra Vasantrao Chavan,Maharashtra,34,0,0,0.0,0.0,0.0,29912545.0,147000000.0,0,0,0,0,0.0,20.34867006802721,0,647
18430.0,Paka Venkata Satyanarayana,Andhra Pradesh,1,0,0,0.0,0.0,0.0,1599035.0,98000000.0,0,0,0,0,0.0,1.6316683673469385,0,648
18437.0,S.R. Sivalingam,Tamil Nadu,1,0,0,0.0,0.0,0.0,999509.0,89248285.42,0,0,0,0,0.0,1.1199195539682782,0,649
18438.0,I.S. Inbadurai,Tamil Nadu,13,0,0,0.0,0.0,0.0,3999803.0,89248285.42,0,0,0,0,0.0,4.481658085841129,0,650
18439.0,M. Dhanapal,Tamil Nadu,7,0,0,0.0,0.0,0.0,4198047.0,89248285.42,0,0,0,0,0.0,4.70378448195851,0,651
18456.0,Jogen Mohan,Assam,1,0,0,0.0,0.0,0.0,1500000.0,49000000.0,0,0,0,0,0.0,3.061224489795918,0,652
18374.0,Anil Kumar Yadav Mandadi,Telangana,18,0,10,0.0,0.0,7626417.0,3840339.0,147000000.0,0,0,0,0,0.0,2.6124755102040815,0,653
18375.0,SHIVRAJ SINGH CHOUHAN,Madhya Pradesh,2,0,0,0.0,0.0,0.0,875000.0,147000000.0,0,0,0,0,0.0,0.5952380952380952,0,654
18376.0,ANIL YESHWANT DESAI,Maharashtra,4,0,0,0.0,0.0,0.0,7792570.0,147000000.0,0,0,0,0,0.0,5.301068027210885,0,655
18002.0,C.M.RAMESH,Andhra Pradesh,9,0,0,0.0,0.0,0.0,7695733.0,202531656.11,0,0,0,0,0.0,3.7997679709982,0,656
18003.0,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,12,0,0,0.0,0.0,0.0,13570782.0,201899064.11,0,0,0,0,0.0,6.721567561405968,0,657
