work_id,mp_no,fy,work_no,mp_name,mp_state,state,constituency,work_category,work_desc,work_status,recommended_date,recommended_amount,sanction_date,sanction_amount,completion_date,amount_disbursed,exp_pay_count,exp_total,exp_inprogress,exp_paid,exp_vendors,alloc_limit,calamity_consent,is_recommended,is_sanctioned,is_completed,has_expenditure
MP18154/2025-2026/215778,18154,2025-2026,215778,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,6.0,250000.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/215779,18154,2025-2026,215779,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Construction of boundary walls of existing public and community buildings,,,,,,,,,2.0,110000.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/216114,18154,2025-2026,216114,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,,,,,,,,3.0,149600.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/216469,18154,2025-2026,216469,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,,,,,,,,1.0,20000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/219554,18154,2025-2026,219554,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",,,,,,,,,1.0,302500.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/224800,18154,2025-2026,224800,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,235990.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/239382,18154,2025-2026,239382,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,307184.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/250948,18154,2025-2026,250948,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Development of public parks,,,,,,,,,1.0,425180.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/250965,18154,2025-2026,250965,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Purchase of immovable sports equipment,,,,,,,,,1.0,28920.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/251551,18154,2025-2026,251551,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Development of public parks,,,,,,,,,5.0,174804.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/256976,18154,2025-2026,256976,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,215013.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/256978,18154,2025-2026,256978,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Street lights,,,,,,,,,1.0,246141.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/256979,18154,2025-2026,256979,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Street lights,,,,,,,,,1.0,246141.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/256980,18154,2025-2026,256980,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Street lights,,,,,,,,,1.0,250000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/259404,18154,2025-2026,259404,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Street lights,,,,,,,,,1.0,250000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2025-2026/261123,18154,2025-2026,261123,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,821801.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/269339,18154,2026-2027,269339,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Street lights,,,,,,,,,1.0,118556.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/269407,18154,2026-2027,269407,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,370000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/269411,18154,2026-2027,269411,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,345976.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/274565,18154,2026-2027,274565,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,239376.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/276103,18154,2026-2027,276103,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,251900.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/276107,18154,2026-2027,276107,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Street lights,,,,,,,,,1.0,284507.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/277352,18154,2026-2027,277352,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,500000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/277870,18154,2026-2027,277870,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,,,,,,,,1.0,175600.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/292663,18154,2026-2027,292663,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Street lights,,,,,,,,,1.0,300000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18154/2026-2027/299572,18154,2026-2027,299572,SUKHJINDER SINGH RANDHAWA,Punjab,Punjab,GURDASPUR,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,,,,,,,,2.0,498630.0,2.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2024-2025/141566,18155,2024-2025,141566,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-18,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141567,18155,2024-2025,141567,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Muslim Kabristan,Physical Inspection,2024-09-18,300000.0,2024-09-25,300000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141568,18155,2024-2025,141568,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Repair of Janj Garh,Physical Inspection,2024-09-18,200000.0,2024-09-25,200000.0,2025-02-22,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141569,18155,2024-2025,141569,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-18,300000.0,2024-09-25,300000.0,2025-01-10,300000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141570,18155,2024-2025,141570,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-18,500000.0,2024-09-25,500000.0,2024-12-05,500000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141571,18155,2024-2025,141571,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Phirni,Physical Inspection,2024-09-18,400000.0,2024-09-25,400000.0,2025-05-07,400000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141572,18155,2024-2025,141572,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Road upto Shamshan Ghat,Physical Inspection,2024-09-18,300000.0,2024-09-23,300000.0,2025-11-10,300000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141574,18155,2024-2025,141574,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Shamshan Ghat,Work partially Completed,2024-09-18,400000.0,2024-11-13,400000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141575,18155,2024-2025,141575,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-18,300000.0,2024-09-25,300000.0,2025-03-06,300000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141576,18155,2024-2025,141576,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Shamshan Ghat,Physical Inspection,2024-09-18,100000.0,2024-09-25,100000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141698,18155,2024-2025,141698,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Park for play,Physical Inspection,2024-09-19,200000.0,2024-09-25,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141699,18155,2024-2025,141699,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Park,Physical Inspection,2024-09-19,200000.0,2024-11-06,200000.0,2026-01-06,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141700,18155,2024-2025,141700,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Park for play,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141701,18155,2024-2025,141701,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Park,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141702,18155,2024-2025,141702,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Park,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,2026-01-07,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141703,18155,2024-2025,141703,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Park for play,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141704,18155,2024-2025,141704,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141705,18155,2024-2025,141705,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of SC Shamshan Ghat,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,2025-03-04,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141706,18155,2024-2025,141706,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141707,18155,2024-2025,141707,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141708,18155,2024-2025,141708,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of SC Dharmshala,Physical Inspection,2024-09-19,100000.0,2024-09-25,100000.0,2025-11-10,100000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141709,18155,2024-2025,141709,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Disposal of Sullage water,Physical Inspection,2024-09-19,300000.0,2024-09-23,300000.0,2025-11-10,300000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141710,18155,2024-2025,141710,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,2026-01-03,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141711,18155,2024-2025,141711,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Pond,Physical Inspection,2024-09-19,200000.0,2024-11-11,200000.0,2026-01-15,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141712,18155,2024-2025,141712,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141713,18155,2024-2025,141713,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Phirni,Physical Inspection,2024-09-19,300000.0,2024-09-23,300000.0,2025-11-10,300000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141714,18155,2024-2025,141714,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141715,18155,2024-2025,141715,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141716,18155,2024-2025,141716,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-23,200000.0,2025-11-13,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141717,18155,2024-2025,141717,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-25,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141718,18155,2024-2025,141718,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-19,200000.0,2024-09-25,200000.0,2025-03-20,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141719,18155,2024-2025,141719,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Dispencary,Physical Inspection,2024-09-19,300000.0,2024-09-25,300000.0,2025-06-28,300000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/141720,18155,2024-2025,141720,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Shed in front of Saran,Physical Inspection,2024-09-19,300000.0,2024-09-25,300000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141721,18155,2024-2025,141721,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Installation of Solor Lights,Vendor Identification,2024-09-19,200000.0,2024-11-28,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141775,18155,2024-2025,141775,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Streets & Drains,Physical Inspection,2024-09-20,200000.0,2024-09-23,200000.0,,,,,,,,147000000.0,,1,1,0,0
MP18155/2024-2025/141780,18155,2024-2025,141780,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of Street,Physical Inspection,2024-09-20,200000.0,2024-09-25,200000.0,2025-10-27,200000.0,,,,,,147000000.0,,1,1,1,0
MP18155/2024-2025/149131,18155,2024-2025,149131,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Repair and Renovation,Construction of Patch Work Only of Plan Road From Phagwara to Banga Nawashahar Road (MDR-56) in MC Phagwara District Kapurthala ( Work Executed by Xen Constn. Division No. 2 PWD B&R Kaputhala,,2024-10-23,798000.0,,,,,,,,,,147000000.0,,1,0,0,0
MP18155/2024-2025/158162,18155,2024-2025,158162,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Repair of Irrigation Tubewell,,,,,,2025-12-31,200000.0,,,,,,147000000.0,,0,0,1,0
MP18155/2024-2025/158572,18155,2024-2025,158572,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Repair of Irrigation Tubewell,,,,,,2025-10-28,245060.0,,,,,,147000000.0,,0,0,1,0
MP18155/2024-2025/159298,18155,2024-2025,159298,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Installation / Repair of Irrigation Tubewell,,,,,,2025-12-31,200000.0,,,,,,147000000.0,,0,0,1,0
MP18155/2024-2025/161799,18155,2024-2025,161799,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Consturction of Community Centre,,,,,,2025-10-28,300000.0,,,,,,147000000.0,,0,0,1,0
MP18155/2024-2025/161880,18155,2024-2025,161880,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,For Street Interlock Tiles in Village Gera,,,,,,2025-09-12,600000.0,,,,,,147000000.0,,0,0,1,0
MP18155/2024-2025/163661,18155,2024-2025,163661,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Disposal of Sullage Water             ( Sewerage ),,,,,,2025-10-28,200000.0,,,,,,147000000.0,,0,0,1,0
MP18155/2024-2025/165824,18155,2024-2025,165824,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Construction of New Link Road From Village Kukanet Upto Himachal Boundary Via Ghungrian Wala Mandir,,,,,,2025-07-25,4583512.0,,,,,,147000000.0,,0,0,1,0
MP18155/2024-2025/176203,18155,2024-2025,176203,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Normal/Others,Installation of Solar Street Lights,,,,,,2025-03-23,200000.0,,,,,,147000000.0,,0,0,1,0
MP18155/2025-2026/188531,18155,2025-2026,188531,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of community centers and community halls,,,,,,,,,3.0,21286.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/188544,18155,2025-2026,188544,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of rooms and halls in school and colleges,,,,,,,,,2.0,180000.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/189291,18155,2025-2026,189291,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Providing drains and gutters for public drainage,,,,,,,,,1.0,249000.0,1.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/192796,18155,2025-2026,192796,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of community centers and community halls,,,,,,,,,6.0,205250.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/215381,18155,2025-2026,215381,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Providing drains and gutters for public drainage,,,,,,,,,1.0,1000000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/228789,18155,2025-2026,228789,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Providing drains and gutters for public drainage,,,,,,,,,2.0,38200.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/236715,18155,2025-2026,236715,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of community centers and community halls,,,,,,,,,1.0,34920.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/237049,18155,2025-2026,237049,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of buildings for community cultural activities,,,,,,,,,1.0,54344.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/243490,18155,2025-2026,243490,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,2.0,62000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/245961,18155,2025-2026,245961,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of community centers and community halls,,,,,,,,,1.0,383767.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/247492,18155,2025-2026,247492,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Installation of multi-gym equipment,,,,,,,,,4.0,57253.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/247493,18155,2025-2026,247493,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Development of playfields and sports grounds,,,,,,,,,2.0,138000.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/247494,18155,2025-2026,247494,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Installation of multi-gym equipment,,,,,,,,,1.0,39000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/247495,18155,2025-2026,247495,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Development of playfields and sports grounds,,,,,,,,,1.0,26000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/247630,18155,2025-2026,247630,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,1.0,22500.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/247632,18155,2025-2026,247632,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Installation of multi-gym equipment,,,,,,,,,4.0,155000.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/247635,18155,2025-2026,247635,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,2.0,57450.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/247640,18155,2025-2026,247640,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of culverts and bridges,,,,,,,,,11.0,455728.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/249394,18155,2025-2026,249394,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,4.0,170985.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/249797,18155,2025-2026,249797,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,,,,,4.0,147285.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/249973,18155,2025-2026,249973,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of stadiums,,,,,,,,,2.0,163286.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/249974,18155,2025-2026,249974,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of common work sheds/ common covered sitting area,,,,,,,,,3.0,120699.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/250034,18155,2025-2026,250034,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,,,,,,,,2.0,83398.0,0.0,0.0,1.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/250125,18155,2025-2026,250125,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of night shelters for homeless,,,,,,,,,3.0,64000.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/250126,18155,2025-2026,250126,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Development of public parks,,,,,,,,,2.0,33000.0,0.0,0.0,2.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/250539,18155,2025-2026,250539,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Establishing public lift irrigation projects,,,,,,,,,3.0,96500.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/250837,18155,2025-2026,250837,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",,,,,,,,,5.0,178857.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
MP18155/2025-2026/255595,18155,2025-2026,255595,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Development of playfields and sports grounds,,,,,,,,,3.0,137463.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1
