split,kind,anchor_text,other_text,label
train,positive,Purchasing of smart class room equipment for ADW Hr.sec. School in Walajabad Panchayat Union. (Supply of smart class equipment 2 set),Purchasing of smart class room equipment for Big Kanchipuram CMS Hr.sec. School in Kanchipuram Corporation. (Supply of smart class equipment 2 set),1
train,positive,Installation of fixed garden gym equipment,Installation of fixed garden gym equipment,1
train,hard_negative,Interlocking bricks kharanja May nali Nirman karya puran vijjo ke Ghar se Gambhir ke khet ki or dayawali work agency GP parsawara,CC interlocking sadak may nali Nirman karya Padam Singh neta ki dukaan se atar ke nohare tak gram Narena Katatta work agency GP Bandhachauth,0
train,hard_negative,Keshav Prasad S/o Rameshwar Prasad Ke Ghar ke samane Handpump,Yashwant raw S/o Sitaram ke Ghar ke samne Handpump,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,Ramesh Chandra S/o Ram Saran Ke Ghar ke Samne Handpump,"Umesh Kumar S/o Shri Nath, Kaju Kali Mandir ke pas Hundpump",0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,PRABHU NATH YADAV S\O MANGROO RAM YADAV,ATUL YADAV S\O MANOJ YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,ROHIT PAL S\O RAM SEVAK PAL K GHAR 01 NAG SOLAR LIGHT,JAHANGIR S\O MOHD UMAR K GHAR 01 NAG SOLAR LIGHT,0
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,positive,64.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SHAHJAHAPUR JASRATH ME RAVIDASH DHARMSHALA KE PASS  HIGH MAST LIGHT),69.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE NANGLA PITHORA  ME RAVIDASH DHARMSHALA KE PASS  HIGH MAST LIGHT),1
train,positive,Block Derapur Rataniyanpur Chauraha ke pass high mast light,Block Sandalpur Asvi Chaurahe Ke Pass High Mast Light,1
train,positive,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,1
train,positive,DAYA SHANKAR YADAV S\O DEV RAJ YADAV K GHAR 01 NAG SOLAR LIGHT,VIJAY DHARI YADAV S\O FULLAR YADAV K GHAR 01 NAG SOLAR LIGHT,1
train,hard_negative,Construction of road at Barika,Construction of Khankawn Volleyball Court,0
train,positive,Installation of RO System and water cooler in Govt Primary school Dhilwan kalan,Installation of RO System and water cooler in Govt Middle school Chahal,1
train,hard_negative,JITENDRA PARATAP YADAV S\O SAHAB LAL YADAV K GHAR 01 NAG SOLAR LIGHT,NANHAKOO GAUD S\O JAYNATH GAUD K GHAR 01NAG SOLAR LIGHT,0
train,easy_negative,books suplly at various schools of khandwa district,GRAM PANCHAYAT JARAHI ME KALI CHAURA SE PRATHMIK VIDDYALAYA TA INTERLOCKING KARYA DURU 170M,0
train,hard_negative,Construction of Retaining wall Near SS Hall,Construction of Urinal Shed at Old Tisopi,0
train,hard_negative,SIROMAN PAL S\O RAM CHIRANJIV PAL K GHAR 01 NAG SOLAR LIGHT,SUBASH PATEL S\O MUNNI LAL PATEL K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,installation of solar street light near bajrangbali mandir bhursatand,High School Ganganiya,0
train,positive,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,1
train,positive,SANJAY YADAV S\O SABHAJEET YADAV K GHAR 01 NAG SOLAR LIGHT,JWALA PRASAD YADAV S\O SHYAM JEET YADAV K GHAR 01 NAG SOLAR LIGHT,1
train,positive,Installation of Semi High Mast Lights in different villages as per attached recommendation letter. Revised Letter Attached,Installation of Semi High Mast Lights in different villages as per attached recommendation letter. Revised Letter Attached,1
train,hard_negative,Construction of CC Road from Juice Factory to G. Murali Mohan House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,Construction of Anganwadi compound wall Mangunta Village & GP of SR Puram Mandal of GD Nelloore Constituency.,0
train,easy_negative,Construction of YMA Building at Rengdil South,"1- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install as sr no 1,2,3,4,6,7,19,22,24,31",0
train,easy_negative,L.No. 184 Dt 07.10.2024 Gram Panchayat Mediyakhedi ke gram Baliyakhedi me,dadarkar compound tulsiwadi tardeo malbarhill development of playground,0
train,easy_negative,Installation of a semi-high mast light with six LEDs at a public place in consultation with Shri Ajay Pal Prajapati in village Nagla Kewal of Amritpur assembly of my parliamentary constituency Farrukhabad. mobile number 8604814874. (Executing Agency UPSIC Muradabad),GRAM PANCHAYT BERKHEDI ME PANI KE TANKER KI KHAREED,0
train,positive,Dibiyapur Dakhlipur Tirahe Ke Pass High Mast light,Dibiyapur Dashera Ghasipurva Tirahe Ke Pass High Mast Light,1
train,hard_negative,Block Auraiya Vill Asevata m Barat Ghar Ke Samne high Mast Light,Dibiyapur Dehgaon Kamalpur Chaurahe ke Pass High mast light,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,1
train,hard_negative,SACHIN NISHAD S\O RAM DAS NISHAD K GHAR 01 NAG SOLAR LIGHT,FIROJ KHAN S\O IQBAL KHAN K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,jamuwavan primari vidyalay me highmast light,Gram raja patti me rasidganj me highmast light,0
train,hard_negative,ABHAY RAJ YADAV S\O KAL MANI YADAV K GHAR 01 NAG SOLAR LIGHT,SUBASH PATEL S\O RAM YASH PATEL K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,chennanvilai,Construction of Compound wall to existing community hall in Padmashali wada,0
train,hard_negative,"1- SAIF KHAN S\O ABDUL KHAN, 2- UMESH YADAV S\O HARI SHANKAR YADAV K GHAR KUL 02 NAG SOLAR LIGHT","1- SHIV RAJBHAR S\O BABUA RAJBHAR, 2- DIVAKAR YADAV S\O JAY SHREE YADAV K GHAR KUL 02 NAG SOLAR LIGHT",0
train,hard_negative,Dibiyapur Niyamatpur Panchayat Ghar ke pass high Mast Light,Dibiyapur Fakkadpur fafund dehat Ambedakar Park ke Pass High Mast light,0
train,hard_negative,Ankit Kumar S/o Rajendra Prasad Ke Ghar ke samane Handpump,Ram chandra S/o Jangli ke Ghar ke samane Handpump,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,easy_negative,Shyam lal Son of Ishwari Prasad Add.- jagapur Babganj ke Ghar ke samne hundpump,SOLAR PANEL HIGH MAST LIGHT AT KESHABPUR WITHIN MALAYPUR-II GP UNDER ARAMBAGH DEV.BLOCK,0
train,positive,PURCHASE OF BOOKS,PURCHASE OF BOOKS,1
train,easy_negative,MS Pole with LED semi High mast Light,Village Parsauni avrar ke khet se green mount school tak 200 meter CC Road,0
train,positive,Providing of LED Street Lights in Thallapalliguda (V),Providing of LED Street Lights in Mall (V),1
train,easy_negative,"Construction of a concrete road from the land of Arun Manna  to the land of Harendranath Pradhan at mouza- Boyal, J.L. No. 117, 152, Plot No. 622, 2693 under Boyal-I G.P.",Shifting the high tension line of electricity passing over the houses of Sado's locality including the residence of Madan Das in village Tantwas,0
train,positive,purchase of books for school library. sanction of five lacs for  each and every school,purchase of books for school library. sanction five lacs for every school.,1
train,hard_negative,Cement interlocking kharanja Nirman may nali Jagan ke Ghar se Hari ke Ghar ki or va Anya galiyan malaha work agency GP malaha,CC interlocking eat kharanja  Nirman karya mein sadak se Sundar master wali gali Avam vibhinn galiyon ke liye pipla work agency GP peepla,0
train,positive,ABHISHEK YADAV S\O ASHOK YADAV K GHAR 01 NAG SOLAR LIGHT,GULAB CHAND YADAV S\O MATA SARAN YADAV K GHAR 01 NAG SOLAR LIGHT,1
train,hard_negative,MAN SUKHA YADAV S\O NAMWAR YADAV K GHAR 01 NAG SOLAR LIGHT,RAM SHIROMANI RAJBHAR S\O LALBALI K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,RAJGHATA PAHUCH MARG RAGHUNATH YADAV KE GHAR TAK SADAK NIRMAN,GRAM PANCHAYAT BELAHA ANTARGAT SHIV MANDIR BELAHA SE BHEEMSEN SAHU KE GHAR TAK WBM ROAD NIRMAN,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,positive,installation of solar street light near shiv mandir of murhulsudi,Installation of solar street light near shiv mandir gamhariyatand.,1
train,hard_negative,Bablu Pasi Son of Shrinath Pasi  Add.- Ahibaranpur Kunda ke Ghar ke samne hundpump,Ram Chandra Yadav Son of  Dhanai Lal yadav Add.- Siya Brej ke Ghar ke samne hundpump,0
train,hard_negative,DHARMENDRA YADAV S\O RAJENDRA YADAV K GHAR 01 NAG SOLAR LIGHT,Ashok Yadav s/o Pandhari Yadav Ke Ghar 1 nag Solar Lite,0
train,easy_negative,"1- RAM AWADH CHAUHAN S\O KAMTA CHAUHAN, 2- RAM ASHISH YADAV S\O RAM BUJHARAT K GHAR KUL 02 NAG SOLAR LIGHT",Construction of common work shed in village Salkheda at near Rosheshwar Mandir,0
train,easy_negative,Highmast solar Street light- Two piece,Construction of road in ward 22 at Chunabhatti from police line to main road,0
train,easy_negative,"Installation of minimast light    (8Mtr,Octogonal  pole LED Flood Light 150 Wx5 no.s)  at Marthoma- Cheriya Palli, in ward 18 Kollikkadu of Kothamangalam Municipality","SAMUDAYIK BHAWAN NIRMAN- SHIV MANDIR KE PAS, GANGA NAGAR BHANPURI WARD NO 4 YATIYATANLAL WARD ME",0
train,hard_negative,Construction of CC road from PWD road to Deypur UP School.,Improvement of Road from Bandhapada to Malbhata.,0
train,positive,44.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SARAI IMMA ME MASZID KE PASS HIGH MAST LIGHT)),65.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MAHUA ME MASZID KE PASS HIGH MAST LIGHT),1
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,easy_negative,PROVIDING OF HIGH MAST LIGHT IN AAGAPETA VILLAGE,Gram Sabha Gerai me Gulabdhat inter college ke khel maidan me,0
train,hard_negative,ANIL KUMAR YADAV S\O GHANSHYAMPUR K GHAR 01 NAG SOLAR LIGHT,RAJ KUMAR YADAV S\O NAKSHATRA BALI YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,Nakul Pasi S/o Ramdev Pasi ke Ghar ke samne Handpump,Dhara Pradhan S/o Ram Sumare Ke Ghar ke samane Handpump,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,positive,PURCHASE OF BOOK,PURCHASE OF BOOK,1
train,easy_negative,AMOUR PRAKHAND ANTARGART HAPHANIAN PANCHAYAT KE SALTA GAON JAMMA MASJID KE SAMNE ME (12 METER) HIGH MAST LIGHT,"Construction of Hall, Near Amreshwar Mhadev Mandir, Harsholaav Talab Parisar, Bikaner ; Working Agency - PWD, Bikaner",0
train,easy_negative,Procurement and supply of bench and desk to Rishivandhiyan Govt High School (100 set),"High mask light in jato ki dhani,Hanumansagar",0
train,positive,AMILAHA BUS STAND KE PAS,BELAHA BUS STAND KE PAS,1
train,positive,70.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MAHUA ME RAVIDASH DHARMSHALA KE PASS HIGH MAST LIGHT),72.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE FATEHULLAPUR DURG ME MAIN CHORAHE PAR HIGH MAST LIGHT),1
train,positive,L.No. 184 Dt 07.10.2024 Gram Panchayat Masangaon ke  GramMasangaon me,L.No. 184 Dt 07.10.2024 Gram Panchayat Badnagar ke gram Salabadi me,1
train,hard_negative,"1- RAM JEET YADAV S\O SEETA RAM YADAV, BRIJ KUMAR YADAV S/O RAM SOROMAN YADAV K GHAR KUL 02 NAG SOLAR LIGHT","SANT LAL CHAUHAN S\O JAY NARAYAN CHAUHAN, ANIL YADAV S\O LOLARAKH NATH YADAV K GHAR KUL 02 NAG SOLAR LIGHT",0
train,hard_negative,JOGINDAR BIND S\O BANSH RAJ BIND K GHAR 01 NAG SOLAR LIGHT,MAYA KANT YADAV S\O RAM KARAN YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,positive,13.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE RUGDI SAID ME MANIRAM CHOK  KE PASS HIGH MAST LIGHT),45.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE BAKHARPUR ME DHARMSHALA KE PASS HIGH MAST LIGHT),1
train,easy_negative,Construction of CC Road from Juice Factory to G. Murali Mohan House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,Sanskritik Bhawan Nirman Shitla Mandir ke Paas,0
train,easy_negative,L.No. 179 Dt 07.10.24 Nagar Parishad Amla me,navi vasahat faliya ma bore motor nu kam,0
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light samharnalay parishar me aek adad adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light maranga oli tola me aek adad adhisthapit karne ki anusansha ki jati hai,1
train,hard_negative,Shpakap S/o Nanhe Address Sakadha Ke Ghar ke Samne Handpump,Ramraj S/o Mohan Lal Ke Ghar ke Samne Handpump,0
train,hard_negative,NAND LAL YADAV S\O VANSH RAJ YADAV K GHAR 01 NAG SOLAR LIGHT,VIJAY PATEL S\O RAJ NATH PATEL K GHAR 01 NAG SOLAR LIGHT,0
train,positive,BAMHANI BUS STAND KE PAS,AMILAHA BUS STAND KE PAS,1
train,hard_negative,RAMESH YADAV S\O RAJ MANI YADAV K GHAR 01 NAG SOLAR LIGHT,RAJESH PAL S\O KAILASH NATH K GHAR 01 NAG SOLAR LIGHT,0
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light rajendra bal udhan me aek adad adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light harda panchayat ke harda chauk par aek adad adhisthapit karne ki anusansha ki jati hai,1
train,easy_negative,Laying of CC Road from Bhaskar Rao (H) to Eshwar Temple near Bhaskar Polish Machine at Gouthapur (V) of Tandur (M),Boring and water supply work near the house of East Kasba Ramsingh in Ward No. 61 under Patna Sahib Assembly.,0
train,hard_negative,MAHTAB ALAM S\O MO. SAMIULLAH K GHAR 01  NAG SOLAR LIGHT,RAMPUR DHANUHAN NISAR AHAMAD S\O JAHOOR AHAMAD K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,Dibiyapur Daulatpur Tirahe Ke Pass high mast Light,Dibiyapur Mehtepur Ambedkar Park gadiya Ke Pass High Mast Light,0
train,hard_negative,MANOJ YADAV S\O GULAB CHAND YADAV K GHR 01 NAG SOLAR LIGHT,RAMESH PAL S\O DEV SHARAN PAL K GHAR 01 NAG SOLAR LIGHT,0
train,positive,installation of solar street light near anaiya shiv mandir in bagda,Installation of solar street light near shiv mandir kothi in mungo rangamati,1
train,hard_negative,Ram Nath S/o Shri Pal ke Ghar ke samne Handpump,"Brijesh Kumar S/o Gokul Prasad, Masipur Dariyapur Ke Ghar ke Samne Handpump",0
train,hard_negative,DEOGARH BUS STAND KE PAS,NAKJHAR KALA BUS STAND KE PAS,0
train,positive,installation of solar street light near shiv mandir kodarma in arjua panchayat,installation of solar street light near durga mandir kodarma of arjua panchayat,1
train,hard_negative,JAGDEESH YADAV S\O SHITALA PRASAD YADAV K GHAR 01 NAG SOLAR LIGHT,TASLIM ARIF S\O JIYA UL HAQ K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,SURENDRA YADAV S\O BANKE PRASAD YADAV K GHAR 01 NAG SOLAR LIGHT,ATUL CHAUHAN S\O INDRASEN CHAUHAN K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,CC WORK IN TEDI BAGHIYA DURGA NAGAR VIDHYA NAGAR FROM BABU RAM TO PREM SINGH HOUSE,CC/ INTERLOCKING with nali nirman rasta Nirman karya damar sadak se dudhiya ke ghar ki or gram aganpura work agency GP kareeli,0
train,hard_negative,Etawah mein pachrahe ke pass  high must light,Etawah mein transport nagar Hanuman JI ke Mandir ke pass high must light,0
train,hard_negative,RAM DHANI YADAV S\O LAUTOO RAM YADAV K GHAR SOLAR LIGHT,AKLAKH AHAMAD S/O SAFIQ AHAMAD K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,Culture Bhavan Plinth work at Shiggaon TQ Panigatti Village near Shri Gramdevi Temple Pry No 115 & 116,Enclosure Volleyball Net,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,easy_negative,Vikash khand Naraini ke gram panchayat Patari Purawa ansh Barehanda me sc abadi ke paas Birendra Kushwaha ke makan ke paas sarwajanik sthan par high mast light sthapana karya,Laying of CC Road from Reddygari Ananthaiah House to Arkathala Mallanna House at Siripuram Village of Marpally Mandal,0
train,hard_negative,Construction of Waiting Shed at Hatsingimari,Construction of Community Hall for Shakti CLF,0
train,positive,13.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE RUGDI SAID ME MANIRAM CHOK  KE PASS HIGH MAST LIGHT),67.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE ALIPUR DWARIKA ME RAVIDASH DHARMSHALA KE PASS  HIGH MAST LIGHT),1
train,hard_negative,"Construction of bus-sheds or bus-stops at Sri Pataladamma Temple, Sulleri, Sulleri Grama Panchayath, Channapatana Taluk, Ramanagara District, Karnataka State.","Construction of bus-sheds or bus-stops at ujjani Village, Ujjani Grama Panchayath, Kunigal Taluk, Tumkur District, Karnataka",0
train,positive,22.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SADATPUR ME RAVIDASH MANDIR KE PASS HIGH MAST LIGHT),28.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MUSTAFAPUR NAI BASTI ME BAIPASS SERVICE ROAD  KE PASS HIGH MAST LIGHT),1
train,hard_negative,Shailendra Kumar S/o Ram Surmen Ke Ghar ke samane Handpump,Phoolchandra S/o Kallu ram ke Ghar ke samne Handpump,0
train,positive,MS pole with LED Semi High Mast Light,MS pole with LED Semi High Mast LIght,1
train,easy_negative,"Construction of shed at Lalghat in Gram Panchayat - Beljhiriya, Vikas Khand - Marwahi",Approach Road beautification project by decorative lighting arrangement from GT Road Raj College More to Burdwan Raj College,0
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,easy_negative,"Construction Of Culvert, bridge",Construction of Single Unit Girls Toilet @ GHSS Elambalur,0
train,positive,installation of solar street light near durgamandir in murhulsudi,Installation of solar street light near durga mandir dumuhan in mungo rangamati.,1
train,hard_negative,Prakhand deo antargat rajoi bajar me md hussain ke pass solar high mast street light ka adhisthapan.,Prakhand madanpur antargat shani bazar shivganj me solar high mast street light ka adhisthapan.,0
train,hard_negative,ABHISHEK YADAV S\O ASHOK YADAV K GHAR 01 NAG SOLAR LIGHT,HIMANCHAL GAUD S\O DUKHRAN GAUD K GHAR 01 NAG SOLAR LIGHT,0
train,positive,MS pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,1
train,easy_negative,Construction of CC Road from H/O Tapas Das to H/O Ajijul Sk towards Jayguru Sweet Shop. (324 mtr.),Installation of Street lights,0
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light DRC bhawan ke samne aek adad  adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light rifuji colony me aek adad adhisthapit karne ki anusansha ki jati hai,1
train,hard_negative,"gram panchayat madha, janpad panchayat vijaypur, vijaypur main road se kushwah basti tak","gram sukhpura, gram panchayat gopalpura, janpad vijaypur, kushwah basti mai",0
train,positive,Construction of Streets & Drains,Construction of Streets & Drains,1
train,positive,installation of solar street light near laxman thakur house in pirgul,installation of solar street light near baldev thakur house in khamhara,1
train,positive,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,1
train,positive,installation of solar street light near durga mandap bangali tola in saram west,installation of solar street light near durga mandir in gaga in arjua panchayat,1
train,positive,installation of solar street light near durga mandir darid,Installation of solar street light near durga mandir dumuhan in mungo rangamati.,1
train,positive,installation of solar street light near ajay mahto house in pirgul,installation of solar street light near laxman thakur house in pirgul,1
train,positive,installation of solar street light near dania durga mandir in tilaiya,installation of solar street light near durga mandir in gaga in arjua panchayat,1
train,hard_negative,Gram khaniyra ke mausinganj bazar me highmast light,Gram khaniyara me highmast light,0
train,positive,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1
train,easy_negative,Purchase of hospital equipment Dead body freezer,16 miter unchai wale L.E.D. (150*8) high mask light samharnalay parishar me aek adad adhisthapit karne ki anusansha ki jati hai,0
train,hard_negative,1.High Mast Light Jeetendra ke makan ke pass.,1.High Mast Light BSNL tower ke pass,0
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,positive,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,1
train,hard_negative,PUSHPENDRA KUMAR YADAV S/O HEERA LAL YADAV K GHAR 01 NAG SOLAR LIGHT,PREM CHAND PAL S\O RAM LAKHAN PAL K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,GULAB CHAND YADAV S\O MATA SARAN YADAV K GHAR 01 NAG SOLAR LIGHT,"Construction of Smart Anganwadi at Ward 21, Chellanam Grama Panchayath",0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,VIJAY KUMAR YADAV S\O LALCHAND YADAV K GHAR 01 NAG SOLAR LIGHT,EZAJ QURASHI S\O NISHAR AHAMAD QURASHI K GHAR 01  NAG SOLAR LIGHT,0
train,positive,installation of solar street light near anant kumar mahto house in jamakudar nawadih,installation of solar street light near janki mahto house in bagda,1
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,positive,installation of solar street light near shiv mandir in mahuatanr,installation of solar street light near dania shiv mandir in tilaiya.,1
train,positive,"Obstetric Delivery Table, Wheel Chair folding, Revolving Stool SS top(MS Frame),Bed Side Screen(4 Panels), Medicine Trolley with 4 Drawer, Stretcher on Trolley, Foot Step( Double Step), Autoclave High Pressure, LED OT Light (Mobile light with battery backup),Suction Apparatus(1/4HP), Packing, Transportation & Installation.","Obstetric Delivery Table, Wheel Chair folding, Revolving Stool SS top(MS Frame),Bed Side Screen(4 Panels), Medicine Trolley with 4 Drawer, Stretcher on Trolley, Foot Step( Double Step), Autoclave High Pressure, LED OT Light (Mobile light with battery backup),Suction Apparatus(1/4HP), Packing, Transportation & Installation.",1
train,easy_negative,"Construction work of brick, soil and PCC casting from NH 107 to power grid in Maheshkhunt Panchayat under Gogri block of Beldaur assembly constituency.",installation of solar street light near mahto tola karma akhada in kander,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,1
train,hard_negative,gram panchayt achhah me thakur bsba ke pass sarvjanik sthan par himax light sthapna kary,gram panchayat dhundhui me rameshwar yadav ke makan ke chaurahe ke paas sarvjanik sthan par himax light sthapna kary,0
train,hard_negative,BHAGWATI PRASAD YADAV S\O NANHOO YADAV K GHAR 01 NAG SOLAR LIGHT,SURESH CHAND YADAV S\O RAJ NARAYAN YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,positive,PURCHASE OF BOOKS,PURCHASE OF BOOK,1
train,positive,Installation of Semi High Mast Lights in different villages as per attached recommendation letter. Revised Letter Attached,Installation of Semi High Mat Lights at different places as per attached recommendation letter Revised Letter Attached,1
train,hard_negative,gram panchayat badaganv me thakur ji ke sthan par sarvjanik sthan par himax light sthapna kary,gram panchayat kamasin ke dando tirahe me sarvjanik sthan par himax light sthapna kary,0
train,positive,RAJENDRA PRATAP YADAV S\O RAM SURAT YADAV K GHAR 01 NAG SOLAR LIGHT,MUNNA LAL YADAV S\O RAM LAUTAN YADAV K GHAR 01 NAG SOLAR LIGHT,1
train,hard_negative,Banne Lal S/o Ram Sajivan Ke Ghar ke Samne Handpump,"Amrit Lal S/o Ram Khelawan, Ram Dayalpur Ke Ghar ke samane Handpump",0
train,easy_negative,"Providing LED High Mast light in Sharmik Nagar (Gudem) near Maisamma gudi, Borgaon P",Construction of Community hall near Abhayanjaneya Swamy temple in Laxmi Priya Nagar,0
train,hard_negative,SHAILESH YADAV S/O LATE. RAJBAHADUR YADAV K GHAR SOLAR LIGHT 01 NAG,SUNIL CHAURASIYA S\O JETAL PAL CHAURASIYA K GHAR 01NAG SOLAR LIGHT,0
train,hard_negative,Nokhe Lal Son of Ram Swroop Pasi Add.- Devepur Shakardha Bihar ke Ghar ke samne hundpump,mohit Saroj Son of Gajraj Saroj   Add.- Kashipur ke Ghar ke samne hundpump,0
train,hard_negative,"1- SHYAM BALI PAL S\O BANARASI PAL, 2- SHYAM BAHADUR YADAV S\O VISHWA NATH YADAV K GHAR KUL 02 NAG SOLAR LIGHT","1- GYAN PRAKASH YADAV S\O SAHAB LAL YADAV, 2- SANTOSH YADAV S\O SHIV NATH YADAV K GHAR 02 NAG SOLAR LIGHT",0
train,hard_negative,Virendra Pasi S/o Hari Pasi ke Ghar ke samne Handpump,Satish Chaudhari S/o Ram Prakash Nirmal Ke Ghar ke Samne Handpump,0
train,hard_negative,Constructing of concrete road anc closed drainage at Beghar Vasti at Satara Road,Construction of Community hall at Kanherkhed (Katewadi),0
train,hard_negative,PREMCHAND PAL S\O DEV SHARAN K GHAR 01 NAG SOLAR LIGHT,VISMILLAH S\O SULEMAN K GHAR 01 NAG SOLAR LIGHT,0
train,positive,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,1
train,hard_negative,SUNEEL KUMAR YADAV S\O RAJ DEV YADAV K GHAR 01 NAG SOLAR LIGHT,RAM DHAN SAROJ S\O SUKH RAM SAROJ K GHAR 01 NAG SOLAR LIGHT,0
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
